Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions,,Source:
"????, Bangladesh",2/23/2018,32.8,19.7,25.3,,33.3,0,,,9.2,161.54,,2.2,0.1,65.29,Clear,,
"????, Bangladesh",2/24/2018,33,21,26.3,,33.5,0,,,5.8,208.04,,2.2,0.1,68.19,Clear,,
"????, Bangladesh",2/25/2018,34,20.9,26.8,,34.1,0,,,8.1,165.42,,2,5.6,63.15,Clear,,
"????, Bangladesh",2/26/2018,31,19.6,25,,32.4,17.27,,,15,172.29,,2.4,43.8,66.87,"Rain, Partially cloudy",,
"????, Bangladesh",2/27/2018,32,19.6,25.1,,35.8,14,,,8.1,110.5,,2.2,39.5,74.54,"Rain, Partially cloudy",,
"????, Bangladesh",2/28/2018,32,20.9,26.2,,33.5,0,,,8.1,138.04,,2.4,30.1,64.19,Partially cloudy,,
"????, Bangladesh",3/1/2018,32,20.6,26.2,,32,0,,,9.2,145.88,,2.3,15.7,59.47,Clear,,
"????, Bangladesh",3/2/2018,33.1,21.4,27,,36.5,0,,,6.9,144.25,,2,12.5,62.18,Clear,,
"????, Bangladesh",3/3/2018,35,22,27.7,,37.3,0,,,11.4,217.75,,2.4,8.2,58.58,Clear,,
"????, Bangladesh",3/4/2018,36,23.4,28.5,,38.9,0,,,13.9,193.29,,2.3,5.7,61.61,Clear,,
"????, Bangladesh",3/5/2018,34,24,28.1,,36.5,0,,,11.4,231.29,,2.5,28.9,62.94,Partially cloudy,,
"????, Bangladesh",3/6/2018,34,22,28.1,,33.3,0,,,8.1,251.25,,2.5,26.3,46.4,Partially cloudy,,
"????, Bangladesh",3/7/2018,33,22,27.2,,32.3,0,,,9.2,230.96,,2.5,5.8,46.85,Clear,,
"????, Bangladesh",3/8/2018,32,18.4,25.9,,31.6,0,,,9.2,214.21,,2.6,0.1,46.37,Clear,,
"????, Bangladesh",3/9/2018,32.3,20,25.8,,34.2,0,,,11.4,228.5,,2.4,11.3,55.67,Clear,,
"????, Bangladesh",3/10/2018,33,19.7,25.7,,34,0,,,12.8,183.75,,2.3,3.8,57.64,Clear,,
"????, Bangladesh",3/11/2018,34,19.5,26.3,,32.5,0,,,6.9,174.58,,2.4,0,48.79,Clear,,
"????, Bangladesh",3/12/2018,35,20,27,,37.7,0,,,9.2,185.67,,2.4,17.7,58.17,Clear,,
"????, Bangladesh",3/13/2018,35,22,27.4,,37.7,0,,,11.4,187.58,,2.5,33.2,62.79,Partially cloudy,,
"????, Bangladesh",3/14/2018,35,21,26.6,,39.5,0,,,8.1,116.63,,2.4,23.4,68.53,Clear,,
"????, Bangladesh",3/15/2018,34.2,23.7,28,,35.3,0,,,11.4,164.65,,2.3,23.5,68.22,Clear,,
"????, Bangladesh",3/16/2018,32,24.9,28.1,,34.9,1,,,10.3,214.91,,2.5,71.3,66.85,"Rain, Partially cloudy",,
"????, Bangladesh",3/17/2018,34,24,28.3,,34.6,0.6,,,9.2,202.08,,2.5,35.3,56.56,"Rain, Partially cloudy",,
"????, Bangladesh",3/18/2018,36,23,28,,35.8,0,,,11.4,146.38,,2.3,34.4,59.83,Partially cloudy,,
"????, Bangladesh",3/19/2018,36,23,27.9,,38.1,0,,,11.4,150.92,,2.2,11.4,62.09,Clear,,
"????, Bangladesh",3/20/2018,34.1,21.4,27.8,,35.1,0,,,10.3,117.48,,2.4,2.9,55.6,Clear,,
"????, Bangladesh",3/21/2018,35,21.8,27.8,,33.3,0,,,10.3,156.87,,2.4,6.5,48.47,Clear,,
"????, Bangladesh",3/22/2018,34,22.9,28,,34.6,0,,,10.3,164.79,,2.4,13,57.36,Clear,,
"????, Bangladesh",3/23/2018,36,23,28.8,,39.5,0,,,10.3,166.5,,2.4,18,61.88,Clear,,
"????, Bangladesh",3/24/2018,35,25,29.2,,42,0,,,9.2,187.71,,2.7,48.8,67.98,Partially cloudy,,
"????, Bangladesh",3/25/2018,34.4,19.3,28.8,,36.6,0,,,9.2,187.88,,2.3,33.4,63.42,Partially cloudy,,
"????, Bangladesh",3/26/2018,33.1,24,27.4,,35.7,15.6,,,16.1,140.79,,2.5,68.5,70.43,"Rain, Partially cloudy",,
"????, Bangladesh",3/27/2018,33,22,27,,36.1,4,,,9.2,109.83,,2.5,41,71.05,"Rain, Partially cloudy",,
"????, Bangladesh",3/28/2018,34,24,28.6,,39.4,0,,,13.9,188.13,,2.3,56.6,69.87,Partially cloudy,,
"????, Bangladesh",3/29/2018,34,25,29.2,,40.6,2.5,,,11.4,187.58,,2.5,69.5,69.43,"Rain, Partially cloudy",,
"????, Bangladesh",3/30/2018,33.5,21,26.2,,39.3,0.19,,,18.3,122.21,,2.5,62.6,72.18,"Rain, Partially cloudy",,
"????, Bangladesh",3/31/2018,29,18,23.4,,30.8,29.89,,,20.8,84.58,33.3,2.6,61.1,73.32,"Rain, Partially cloudy",,
"????, Bangladesh",4/1/2018,35,20.9,27.7,,35.2,0,,,6.9,177.61,,2.7,34.1,58.35,Partially cloudy,,
"????, Bangladesh",4/2/2018,30,21.3,26,,31.4,0,,,17.2,269.92,,2.5,61,65.63,Partially cloudy,,
"????, Bangladesh",4/3/2018,36,24,28.6,,40.6,0,,,8.1,253.04,,2.4,44.5,64.17,Partially cloudy,,
"????, Bangladesh",4/4/2018,35,22.4,27.5,,37.7,0,,,13.9,131.96,,2.5,41.5,65.88,Partially cloudy,,
"????, Bangladesh",4/5/2018,33.4,23.4,27.8,,37,9,,,13.9,172.88,,2.4,44.6,67.85,"Rain, Partially cloudy",,
"????, Bangladesh",4/6/2018,30.1,22,26,,33,4.1,,,13.9,81.67,,2.5,80.2,72.57,"Rain, Overcast",,
"????, Bangladesh",4/7/2018,32,23,27.2,,33.7,2.79,,,13.9,122.54,,2.5,74.8,71.24,"Rain, Partially cloudy",,
"????, Bangladesh",4/8/2018,33,22.9,25.8,,37,19.07,,,12.8,175.33,,2.4,77.2,74.98,"Rain, Overcast",,
"????, Bangladesh",4/9/2018,34,23,28.1,,37.3,0,,,12.8,146.67,,2.4,52.2,68.28,Partially cloudy,,
"????, Bangladesh",4/10/2018,33.5,24,28.2,,34.5,1.8,,,11.4,177.17,,2.6,55,63.02,"Rain, Partially cloudy",,
"????, Bangladesh",4/11/2018,34,24,28.2,,36.5,0,,,10.3,166.67,,2.5,60.2,67.16,Partially cloudy,,
"????, Bangladesh",4/12/2018,34,19,27.1,,38.3,17.62,,,23,180.52,28.9,2.5,41.7,66.92,"Rain, Partially cloudy",,
"????, Bangladesh",4/13/2018,34,22.5,28.2,,40.6,13.47,,,16.1,181.54,,2.6,45.6,68.94,"Rain, Partially cloudy",,
"????, Bangladesh",4/14/2018,34,21,27.5,,38.7,41.89,,,25.3,186.17,,2.5,72.3,75.03,"Rain, Partially cloudy",,
"????, Bangladesh",4/15/2018,34,22,28.1,,37,11.81,,,9.2,157.88,,2.6,31.7,64.43,"Rain, Partially cloudy",,
"????, Bangladesh",4/16/2018,35,25,29.4,,39.3,0,,,13.9,135,,2.7,35.1,65.85,Partially cloudy,,
"????, Bangladesh",4/17/2018,31,23,25.6,,37.7,36.46,,,13.9,128.29,,2.5,72,73.44,"Rain, Partially cloudy",,
"????, Bangladesh",4/18/2018,33,21.7,27.6,,39.3,41.52,,,14.7,147.71,40.3,2.5,61.1,71.72,"Rain, Partially cloudy",,
"????, Bangladesh",4/19/2018,32,22.9,26.9,,36.9,49.58,,,18.3,142.08,41.4,2.6,80.5,74.49,"Rain, Overcast",,
"????, Bangladesh",4/20/2018,33.1,23,27.7,,40,19.22,,,62.2,148.58,,2.7,70.3,74.82,"Rain, Partially cloudy",,
"????, Bangladesh",4/21/2018,32,24,26.7,,40.7,22.25,,,17.2,140.42,,2.5,86.8,80.94,"Rain, Overcast",,
"????, Bangladesh",4/22/2018,34,24,28.1,,45.3,11.81,,,16.1,149.33,51.9,2.3,87.6,79.6,"Rain, Overcast",,
"????, Bangladesh",4/23/2018,34.4,24,28.9,,43.5,5.7,,,8.1,145.29,,2.5,63.5,74.08,"Rain, Partially cloudy",,
"????, Bangladesh",4/24/2018,34,26.5,30,,42,0,,,9.2,130.38,,2.5,63,71.32,Partially cloudy,,
"????, Bangladesh",4/25/2018,34,21,28.5,,37.1,0,,,19.7,134.91,,2.5,53.5,66.45,Partially cloudy,,
"????, Bangladesh",4/26/2018,32.4,21.2,26.4,,32.6,36.04,,,13.9,96.08,,2.4,76.8,67.11,"Rain, Overcast",,
"????, Bangladesh",4/27/2018,31,21,26.5,,33.7,63.55,,,18.3,105.54,,2.7,42.4,69.35,"Rain, Partially cloudy",,
"????, Bangladesh",4/28/2018,34,24,29.2,,39.4,0,,,11.4,114.38,,2.5,38.4,68.63,Partially cloudy,,
"????, Bangladesh",4/29/2018,27.4,20.8,23.9,,30.1,87.98,,,16.1,122.63,,2.3,84,83.3,"Rain, Overcast",,
"????, Bangladesh",4/30/2018,28,21.7,23.2,,30.7,83.8,,,13.9,102.96,28.9,2.3,82.1,83.72,"Rain, Overcast",,
"????, Bangladesh",5/1/2018,32.3,22,26.5,,35.8,0,,,15,90.17,,2.5,70.4,73.87,Partially cloudy,,
"????, Bangladesh",5/2/2018,32.6,21.6,25.7,,39.2,23.85,,,17.2,129.17,27.7,2.4,74,81.74,"Rain, Partially cloudy",,
"????, Bangladesh",5/3/2018,33,21,26,,39.3,5.4,,,10.3,100,,2.5,71.5,77.02,"Rain, Partially cloudy",,
"????, Bangladesh",5/4/2018,30.7,23,25.6,,34.2,80.6,,,13.9,146.67,,2.3,75.4,80.32,"Rain, Overcast",,
"????, Bangladesh",5/5/2018,31.8,23,26.4,,36.9,67.85,,,11,140.33,,2.5,81.6,78.72,"Rain, Overcast",,
"????, Bangladesh",5/6/2018,32.9,24.5,28.4,,39.7,21.6,,,17.2,185.13,,2.5,83.8,76.69,"Rain, Overcast",,
"????, Bangladesh",5/7/2018,29.1,21.9,27.2,,34.2,4.61,,,32.2,129.13,,2.6,93,81.26,"Rain, Overcast",,
"????, Bangladesh",5/8/2018,33,27,29.4,,43.8,2.69,,,16.1,157.75,,2.5,92.2,81.15,"Rain, Overcast",,
"????, Bangladesh",5/9/2018,32,25,28.3,,42.3,16,,,17.2,156.79,,2.5,89,82.49,"Rain, Overcast",,
"????, Bangladesh",5/10/2018,29,22.4,25.5,,35.6,25.74,,,11.4,122.63,37,2.5,88.2,83.13,"Rain, Overcast",,
"????, Bangladesh",5/11/2018,31,22.6,25.9,,35.5,3.29,,,15,102.13,,2.4,87.8,77.55,"Rain, Overcast",,
"????, Bangladesh",5/12/2018,32.1,21.6,27.1,,35.4,15.41,,,9.2,103.78,,2.6,35.7,70.07,"Rain, Partially cloudy",,
"????, Bangladesh",5/13/2018,32.6,22,26.8,,40.7,44.13,,,20.8,118.92,,2.4,71.6,79.65,"Rain, Partially cloudy",,
"????, Bangladesh",5/14/2018,33,23,27.7,,37.7,14,,,11.4,111.96,,2.6,75.7,71.57,"Rain, Overcast",,
"????, Bangladesh",5/15/2018,33.8,24.9,28.5,,39.3,0,,,11.4,158.83,,2.5,67.8,71.31,Partially cloudy,,
"????, Bangladesh",5/16/2018,27,21,24.3,,28.5,45.51,,,17.2,138.58,,2.3,91.2,81.32,"Rain, Overcast",,
"????, Bangladesh",5/17/2018,32,23,26.8,,37.9,6.9,,,9.2,107.04,,2.5,85.1,77.63,"Rain, Overcast",,
"????, Bangladesh",5/18/2018,30,23.8,26.2,,35.1,37.25,,,15,160.46,,2.5,83,84.96,"Rain, Overcast",,
"????, Bangladesh",5/19/2018,32,24,27.3,,36.5,0,,,11.4,115.88,,2.4,72.3,77.55,Partially cloudy,,
"????, Bangladesh",5/20/2018,30,23,26.7,,35.1,0,,,12.8,117.5,,2.3,77.6,81.7,Overcast,,
"????, Bangladesh",5/21/2018,31,24,26.6,,36.5,0,,,23,147.08,,2.3,87.8,83.53,Overcast,,
"????, Bangladesh",5/22/2018,30,25,27.1,,37.4,0,,,11.4,140,,2.4,90.4,85.29,Overcast,,
"????, Bangladesh",5/23/2018,30,25.1,26.5,,38.8,63.95,,,13.9,143.88,,2.4,88.9,86.09,"Rain, Overcast",,
"????, Bangladesh",5/24/2018,32,25,28.4,,44.2,8.41,,,12.8,160.91,,2.6,87.7,80.84,"Rain, Overcast",,
"????, Bangladesh",5/25/2018,33.4,26,29.1,,42.1,21.17,,,17.2,170.25,,2.5,90.2,82.71,"Rain, Overcast",,
"????, Bangladesh",5/26/2018,34.1,26,29.8,,43.8,42.5,,,15,170.96,,2.6,76.2,76.84,"Rain, Overcast",,
"????, Bangladesh",5/27/2018,35.2,28,31.4,,46.7,0,,,11.4,190.67,,2.6,42.4,72.33,Partially cloudy,,
"????, Bangladesh",5/28/2018,34.4,28,30.7,,43.8,0,,,9.2,140.79,,2.6,49.2,74.4,Partially cloudy,,
"????, Bangladesh",5/29/2018,34,24,29.7,,37.7,0.6,,,23,117.54,,2.6,49.6,63.1,"Rain, Partially cloudy",,
"????, Bangladesh",5/30/2018,36,27,30.7,,43.2,22.27,,,11.4,204,,2.6,58.8,65.47,"Rain, Partially cloudy",,
"????, Bangladesh",5/31/2018,27.7,24,26.1,,31.8,158.13,,,23,135.17,,2.3,93,84.18,"Rain, Overcast",,
"????, Bangladesh",6/1/2018,32,25,26.7,,40.7,47.2,,,26.4,139.5,,2.5,92.9,85.25,"Rain, Overcast",,
"????, Bangladesh",6/2/2018,33,25,28.1,,43.8,7.02,,,11.4,136.08,,2.5,88.8,82.17,"Rain, Overcast",,
"????, Bangladesh",6/3/2018,33.5,25.3,27.9,,45.8,45.54,,,18.3,141.88,,2.5,85.4,83.52,"Rain, Overcast",,
"????, Bangladesh",6/4/2018,33.1,26,28.8,,42.3,22.2,,,10.3,131.22,,2.5,82,79.06,"Rain, Overcast",,
"????, Bangladesh",6/5/2018,34.1,25,29.8,,44.5,13.42,,,11.4,124.75,,2.5,66.2,75.68,"Rain, Partially cloudy",,
"????, Bangladesh",6/6/2018,35,27,30.4,,46.7,7.45,,,8.1,158.17,,2.5,64.4,77.22,"Rain, Partially cloudy",,
"????, Bangladesh",6/7/2018,34.1,28,30.8,,45.4,0.2,,,8.1,156.58,,2.6,63.6,77.64,"Rain, Partially cloudy",,
"????, Bangladesh",6/8/2018,33.1,26,29.8,,43.5,25.08,,,8.1,109.88,,2.3,76,79.64,"Rain, Overcast",,
"????, Bangladesh",6/9/2018,35.1,27.8,30.8,,46.9,3,,,10.3,103.7,,2.6,82.7,74.5,"Rain, Overcast",,
"????, Bangladesh",6/10/2018,34,23.8,28.6,,43.5,76.69,,,9.2,153.71,,2.5,91.2,79.77,"Rain, Overcast",,
"????, Bangladesh",6/11/2018,32,26,28.6,,40.7,31.05,,,9.2,210.57,,2.6,86.2,80.89,"Rain, Overcast",,
"????, Bangladesh",6/12/2018,34,26,28.5,,48,71.97,,,11.4,214.96,,2.3,94.5,86.49,"Rain, Overcast",,
"????, Bangladesh",6/13/2018,31.6,25,28.5,,41.1,6.4,,,24.4,191.08,,2.5,87.3,79.93,"Rain, Overcast",,
"????, Bangladesh",6/14/2018,35.4,28,31.2,,46.2,0,,,13.9,194.88,,2.6,81.2,75.18,Overcast,,
"????, Bangladesh",6/15/2018,33.7,28,30.2,,47,0.2,,,17.2,142.5,,2.5,91.2,82.31,"Rain, Overcast",,
"????, Bangladesh",6/16/2018,31,25,27.6,,39.1,119.08,,,23,164.54,,2.5,92.6,82.78,"Rain, Overcast",,
"????, Bangladesh",6/17/2018,35,26.8,30.3,,48,2,,,11.4,174.92,,2.6,78.2,76.94,"Rain, Overcast",,
"????, Bangladesh",6/18/2018,35,25.6,30.3,,47.4,26.13,,,16.1,150.13,32.2,2.7,78.3,74.72,"Rain, Overcast",,
"????, Bangladesh",6/19/2018,30.1,24.7,27.4,,40,41.07,,,20.8,145.71,,2.3,84.5,85.39,"Rain, Overcast",,
"????, Bangladesh",6/20/2018,34.2,25.7,29.7,,47.3,12.2,,,11.4,154.83,,2.6,73.7,77.55,"Rain, Partially cloudy",,
"????, Bangladesh",6/21/2018,34.1,28,30.8,,47.3,16.4,,,12.8,164.83,,2.7,69.5,77.78,"Rain, Partially cloudy",,
"????, Bangladesh",6/22/2018,33.8,28,30.6,,43.8,14,,,12.8,157.88,,2.6,67.9,75.16,"Rain, Partially cloudy",,
"????, Bangladesh",6/23/2018,30,26,28.4,,37.5,100.31,,,9.2,164.17,,2.3,86.1,82.14,"Rain, Overcast",,
"????, Bangladesh",6/24/2018,32,27,29.3,,46.2,19,,,13.9,168.46,,2.5,90.3,83.89,"Rain, Overcast",,
"????, Bangladesh",6/25/2018,31.1,26.9,28.6,,40.6,122.06,,,13.9,188.04,,2.5,93.6,85.06,"Rain, Overcast",,
"????, Bangladesh",6/26/2018,34,26.9,29.6,,43.5,31.4,,,11.4,140.63,,2.6,84.7,79.14,"Rain, Overcast",,
"????, Bangladesh",6/27/2018,32,26.8,28.8,,40.3,18.37,,,18.3,127.71,,2.6,85.6,80.01,"Rain, Overcast",,
"????, Bangladesh",6/28/2018,32,25.8,28.8,,42.3,43.35,,,16.1,145.13,,2.5,83,79.99,"Rain, Overcast",,
"????, Bangladesh",6/29/2018,33.1,27.3,29.9,,42.3,2,,,16.1,175.08,,2.5,68,75.66,"Rain, Partially cloudy",,
"????, Bangladesh",6/30/2018,33,28,30,,42,6.61,,,13.9,185.92,,2.5,73,74.8,"Rain, Partially cloudy",,
"????, Bangladesh",7/1/2018,33.1,28,30.2,,40.8,1.11,,,13.9,188.38,,2.6,77.7,73.56,"Rain, Overcast",,
"????, Bangladesh",7/2/2018,33,26.9,29.4,,44.3,39.46,,,11.4,208.29,,2.5,90.1,78.71,"Rain, Overcast",,
"????, Bangladesh",7/3/2018,30,26.1,27.9,,38.8,76.7,,,10.3,203.5,,2.4,95.2,88.45,"Rain, Overcast",,
"????, Bangladesh",7/4/2018,32,25.8,27.5,,42.3,29.73,,,16.1,193.83,,2.5,92.9,88.35,"Rain, Overcast",,
"????, Bangladesh",7/5/2018,33,26.8,29.5,,43.8,4.05,,,11.4,177.67,,2.5,83.7,80.31,"Rain, Overcast",,
"????, Bangladesh",7/6/2018,33.7,27,30.1,,42.1,1,,,11.4,175.21,,2.7,62.5,75.12,"Rain, Partially cloudy",,
"????, Bangladesh",7/7/2018,34,27,30.4,,42,0,,,11.4,156.58,,2.7,71.7,72.69,Partially cloudy,,
"????, Bangladesh",7/8/2018,33,27,29.5,,41.6,8,,,13.9,142.21,,2.5,80.2,78.07,"Rain, Overcast",,
"????, Bangladesh",7/9/2018,31,27,29.1,,37.9,15.86,,,16.1,147.17,,2.6,82.6,79.4,"Rain, Overcast",,
"????, Bangladesh",7/10/2018,32.2,27.6,29.6,,40.6,10.91,,,12.8,140.96,,2.6,81.2,80.72,"Rain, Overcast",,
"????, Bangladesh",7/11/2018,34,28,30,,42,3.04,,,11.4,133.13,,2.5,71,77.74,"Rain, Partially cloudy",,
"????, Bangladesh",7/12/2018,32.4,27,29.8,,41.9,24.67,,,15,138,,2.5,86.5,80.89,"Rain, Overcast",,
"????, Bangladesh",7/13/2018,33.7,28,30.4,,42.1,1,,,11.4,136.96,,2.6,82.2,74.76,"Rain, Overcast",,
"????, Bangladesh",7/14/2018,34.7,27,30.9,,44.6,1,,,11.4,138.08,,2.6,76.7,70.76,"Rain, Overcast",,
"????, Bangladesh",7/15/2018,33.1,28,30.4,,42,12.2,,,15,108.83,,2.5,88.5,75.23,"Rain, Overcast",,
"????, Bangladesh",7/16/2018,33.4,27,29.6,,40.7,17.63,,,20.8,120.5,,2.6,86.2,77.74,"Rain, Overcast",,
"????, Bangladesh",7/17/2018,31.1,26,28.7,,39.1,43.91,,,13.9,141.46,,2.5,78.4,83.23,"Rain, Overcast",,
"????, Bangladesh",7/18/2018,34,28,30.6,,45.3,2.44,,,13.9,127.63,,2.6,79.9,76.24,"Rain, Overcast",,
"????, Bangladesh",7/19/2018,37.1,28,32.6,,49.5,0,,,6.9,127.67,,2.8,51.1,70.4,Partially cloudy,,
"????, Bangladesh",7/20/2018,35.3,28.2,31.1,,46.7,20.62,,,20.8,129,,2.5,86.8,77.64,"Rain, Overcast",,
"????, Bangladesh",7/21/2018,31,28,29,,37.7,21.9,,,19.7,124.08,,2.5,87.6,79.93,"Rain, Overcast",,
"????, Bangladesh",7/22/2018,31.3,26.9,29.2,,40.8,56.15,,,17.2,120.54,,2.6,90.7,83.67,"Rain, Overcast",,
"????, Bangladesh",7/23/2018,32.4,24.9,27.7,,42.3,60.12,,,13.9,155.08,,2.5,95.5,88.57,"Rain, Overcast",,
"????, Bangladesh",7/24/2018,31,26,27.2,,39.1,106.63,,,9.2,137.96,,2.3,94.1,89.57,"Rain, Overcast",,
"????, Bangladesh",7/25/2018,30,26,27.4,,38.8,85.82,,,10.3,159.08,,2.3,91.2,87.57,"Rain, Overcast",,
"????, Bangladesh",7/26/2018,28.4,26.9,27.2,,34.5,98.63,,,24.2,156.25,,2.5,96,89.17,"Rain, Overcast",,
"????, Bangladesh",7/27/2018,29,26.6,27.8,,36.9,28.32,,,11.4,164.36,,2.5,94.7,88.99,"Rain, Overcast",,
"????, Bangladesh",7/28/2018,30,26.6,27.8,,38.8,52.1,,,9.2,170.83,,2.5,87.2,89.63,"Rain, Overcast",,
"????, Bangladesh",7/29/2018,32,26,28.6,,42.3,11.38,,,11.4,171.88,,2.5,85.8,82.39,"Rain, Overcast",,
"????, Bangladesh",7/30/2018,32,27.4,29.4,,44.2,14.33,,,17.9,165.38,,2.6,88.3,82.42,"Rain, Overcast",,
"????, Bangladesh",7/31/2018,32.8,27,29.2,,42.4,18.97,,,11.4,151.67,,2.5,88.7,80.86,"Rain, Overcast",,
"????, Bangladesh",8/1/2018,32,26.9,28.5,,40.7,97.64,,,11.4,128.67,,2.4,91.7,83.4,"Rain, Overcast",,
"????, Bangladesh",8/2/2018,30.3,26.9,27.7,,38,23.77,,,10.3,177.17,,2.5,90.6,87.02,"Rain, Overcast",,
"????, Bangladesh",8/3/2018,32,25.9,28.5,,40.7,30.75,,,11.4,154.5,,2.5,88.8,82.17,"Rain, Overcast",,
"????, Bangladesh",8/4/2018,31,27,28.7,,40.6,19.4,,,9.4,131.92,,2.4,91.6,84.92,"Rain, Overcast",,
"????, Bangladesh",8/5/2018,31,28,29,,40.6,4.4,,,11.4,133.63,,2.6,86.5,81.15,"Rain, Overcast",,
"????, Bangladesh",8/6/2018,34.4,26,29.7,,43.7,43.18,,,11.4,116.5,,2.6,89.7,79.3,"Rain, Overcast",,
"????, Bangladesh",8/7/2018,33.2,27.5,29.8,,40.7,15.05,,,17.2,123.21,,2.5,79.6,73.24,"Rain, Overcast",,
"????, Bangladesh",8/8/2018,32.1,27.8,29.7,,40.7,1.01,,,18.3,139.25,,2.6,80.1,74.14,"Rain, Overcast",,
"????, Bangladesh",8/9/2018,33,27,29.7,,42.1,6.7,,,14.6,147.71,,2.6,74.4,77.41,"Rain, Partially cloudy",,
"????, Bangladesh",8/10/2018,34,27.7,30.6,,42,5.6,,,11.4,159.5,,2.6,72.7,72.41,"Rain, Partially cloudy",,
"????, Bangladesh",8/11/2018,34,28,30.6,,40.6,2.2,,,11.4,186.33,,2.6,76.8,73.62,"Rain, Overcast",,
"????, Bangladesh",8/12/2018,33,28,29.6,,42.1,10.6,,,11.4,169.13,,2.6,77.1,78.49,"Rain, Overcast",,
"????, Bangladesh",8/13/2018,34,27.8,30.6,,40.7,3.2,,,11.4,125.38,,2.5,84.9,72.7,"Rain, Overcast",,
"????, Bangladesh",8/14/2018,35.7,28,31.1,,44.9,5.97,,,11.4,133.46,,2.5,89.3,73.39,"Rain, Overcast",,
"????, Bangladesh",8/15/2018,34.4,28,31,,45.3,1.68,,,18.3,120.38,,2.6,85.9,72.32,"Rain, Overcast",,
"????, Bangladesh",8/16/2018,34.2,27,30.8,,49.5,14.4,,,15,145.58,,2.6,77.7,72.19,"Rain, Overcast",,
"????, Bangladesh",8/17/2018,34,27.8,30.5,,42,1.43,,,11.4,146.61,,2.6,80.7,73.98,"Rain, Overcast",,
"????, Bangladesh",8/18/2018,36,27.8,31.6,,46.3,7.4,,,8.1,129.92,,2.6,87.2,75.45,"Rain, Overcast",,
"????, Bangladesh",8/19/2018,33,28,30.3,,43.8,20.56,,,13.9,189.42,,2.5,88.9,78.34,"Rain, Overcast",,
"????, Bangladesh",8/20/2018,33,28,29.7,,40.6,9.07,,,20.8,125.92,,2.6,84.4,75.4,"Rain, Overcast",,
"????, Bangladesh",8/21/2018,33.1,26.8,29,,42.5,37.95,,,15,133.63,,2.6,87.8,82.89,"Rain, Overcast",,
"????, Bangladesh",8/22/2018,32.4,26.7,29.5,,41.8,42.4,,,12.1,145.21,,2.6,83.9,81.58,"Rain, Overcast",,
"????, Bangladesh",8/23/2018,31.1,28,29.2,,40.9,19.85,,,11.4,136.96,,2.6,89.5,84.58,"Rain, Overcast",,
"????, Bangladesh",8/24/2018,32.1,27.8,29.4,,40.7,2.46,,,11.4,160.71,,2.6,83,81.62,"Rain, Overcast",,
"????, Bangladesh",8/25/2018,33.5,27,30,,42.5,32.15,,,11.4,137.88,,2.6,82,77.67,"Rain, Overcast",,
"????, Bangladesh",8/26/2018,34,27.2,30.3,,43.5,3.6,,,13.9,126.83,,2.5,89.4,76.22,"Rain, Overcast",,
"????, Bangladesh",8/27/2018,32,20,29.4,,39.2,7.98,,,15,118.5,,2.6,85.8,75.58,"Rain, Overcast",,
"????, Bangladesh",8/28/2018,33,27.8,29.6,,42.1,4.55,,,16.1,124.17,17.2,2.6,78.9,77.18,"Rain, Overcast",,
"????, Bangladesh",8/29/2018,32,27.9,29.2,,42.3,17.82,,,13.9,152.38,,2.5,77.9,81.89,"Rain, Overcast",,
"????, Bangladesh",8/30/2018,34,27,29.7,,45.3,35.7,,,12.8,153.83,,2.5,80.3,78.07,"Rain, Overcast",,
"????, Bangladesh",8/31/2018,34,28,30.4,,43,19.39,,,13.9,156.63,,2.6,74.7,75.31,"Rain, Partially cloudy",,
"????, Bangladesh",9/1/2018,34,28,30.2,,42,16,,,18.3,157.71,,2.6,88.1,73.32,"Rain, Overcast",,
"????, Bangladesh",9/2/2018,31.2,26,28.4,,39.5,30.24,,,13.9,140.04,,2.5,90.7,83.53,"Rain, Overcast",,
"????, Bangladesh",9/3/2018,33,27.7,29.7,,48,78.95,,,11.4,151.88,,2.6,74.5,80.27,"Rain, Partially cloudy",,
"????, Bangladesh",9/4/2018,34,27,29.5,,43.5,1.4,,,9.2,138.04,,2.6,84.7,80.13,"Rain, Overcast",,
"????, Bangladesh",9/5/2018,34,27,30,,42,4.57,,,16.1,126.88,,2.7,76.4,73.69,"Rain, Overcast",,
"????, Bangladesh",9/6/2018,33,26.6,29.5,,38.1,11.9,,,20.8,125.67,,2.6,62.6,71.3,"Rain, Partially cloudy",,
"????, Bangladesh",9/7/2018,32,26.9,29.2,,40.6,2.35,,,138.2,127.33,,2.5,77.2,77.69,"Rain, Overcast",,
"????, Bangladesh",9/8/2018,34.2,27.4,30.2,,40.6,3,,,11.4,175.21,,2.6,68.1,71.08,"Rain, Partially cloudy",,
"????, Bangladesh",9/9/2018,35,27,30.6,,42.1,24,,,13.9,209,,2.6,66.4,70.74,"Rain, Partially cloudy",,
"????, Bangladesh",9/10/2018,34,27.9,30.2,,42,17,,,11.4,195.71,,2.6,86.6,73.59,"Rain, Overcast",,
"????, Bangladesh",9/11/2018,35,27.8,29.6,,41.9,10.46,,,11.4,193.88,,2.6,88.8,75.36,"Rain, Overcast",,
