time, mean_MYD08_D3_6_1_Deep_Blue_Aerosol_Optical_Depth_550_Land_Mean,Station_mean_raw_PM2.5,Average Temperature,Rain Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity
2/25/2020,0.384090118,167.6,21.3,0.21,9.2,1.5,70.8,78.52
2/26/2020,0.338675732,108.4,21.5,2.8,9.2,1.9,43.4,71.43
2/28/2020,0.308675732,106.7,23.7,0,11.4,2.3,4.2,56.91
2/29/2020,0.264296609,114,25.7,0,8.1,2.4,1.3,51.12
3/2/2020,1.19464499,146.1,25.2,0,9.2,2.4,18.8,63.13
3/3/2020,1.08926215,111.4,23.7,29.66,20.8,2.3,48.7,67.72
3/5/2020,0.927321509,76.1,24.9,32.2,12.8,2.5,52.1,63.58
3/6/2020,1.63533863,90.6,24.8,12.4,11.4,2.4,62.2,68.85
3/7/2020,0.484757318,83.4,23.2,0.51,13.9,2.1,56.6,72.28
3/9/2020,0.315504921,91.2,24.3,0,8.1,2.4,21,61.9
3/10/2020,0.279406025,104.8,24.5,0,9.2,2.5,2.7,55.22
3/12/2020,0.783949562,131.2,27,0,6.9,2.3,37.5,57.67
3/13/2020,0.766093546,115,27.9,0,9.2,2.4,9.7,63.62
3/15/2020,0.401944336,62.5,25.8,0,13.9,2.6,36.7,62.24
3/16/2020,0.461559213,80.8,26.6,0,10.3,2.5,22.8,56.85
3/17/2020,0.815020765,82.9,26.8,0,9.2,2.5,34.3,53.38
3/19/2020,0.532267735,95.8,26.6,0,8.1,2.6,19.9,52.35
3/20/2020,1.45221706,157.5,26.9,0.7,13.9,2.4,60.1,62.38
3/22/2020,0.415384892,45.8,25.1,1.5,11.4,2.5,69,62.82
3/23/2020,0.567257977,76.3,25.6,0,5.8,2.6,31.3,62.33
3/25/2020,0.607537232,138.1,27.5,0,11.4,2.4,15.1,58.63
3/26/2020,0.770357855,134,29,0,9.2,2.4,19.5,58.03
3/27/2020,0.541838029,99.5,29.4,0,11.4,2.2,10.3,54.32
3/29/2020,0.224790518,48.6,30.1,0,11.4,2.7,0.6,49.8
3/30/2020,0.146552279,47.3,29.1,0,11.4,2.6,11.7,43.72
4/1/2020,0.332132916,123.8,29.7,0,9.2,2.7,2.8,51.16
4/2/2020,0.615514312,66.1,29.1,1.5,13.9,2.4,35.2,62.14
4/4/2020,0.262981055,62,29.1,0,9.2,2.7,40.2,57.1
4/5/2020,0.541130016,95.8,29.5,22,11.4,2.7,45.8,63.97
4/6/2020,0.266040276,107,29.6,0,13.9,2.7,0.1,54.8
4/8/2020,0.407956096,47.8,28.6,0.4,11.4,2.5,52.1,70.22
4/9/2020,0.344849715,55.2,30.2,0,9.2,2.4,39.6,63.66
4/11/2020,0.397122776,28.9,29.9,0.4,19.7,2.6,36.8,60.95
4/12/2020,0.46140557,33.7,26.1,2.03,20.8,2.6,44.8,69.04
4/14/2020,0.842032153,70.4,30.4,6.8,6.9,2.7,44.3,64.19
4/15/2020,0.67603466,33.3,27.7,3.6,23,2.6,54.8,73.83
4/16/2020,0.464686551,41.8,27.1,0.8,11.4,2.6,47.5,62.58
4/18/2020,0.590304171,34.4,28.6,6,13.9,2.6,75.6,75.14
4/19/2020,0.30668106,31.1,28.7,44.3,18.3,2.6,46.7,66.94
4/21/2020,0.380518945,57.7,26.9,1.4,16.1,2.6,77.2,71.79
4/22/2020,0.350518945,53,27.4,21.09,11.4,2.6,67,66.16
4/24/2020,0.524364466,42.4,24.4,23.82,152.1,2.6,79.3,80.62
4/25/2020,0.377020134,34.9,26.2,9.27,11.4,2.6,73.9,72.68
4/26/2020,0.386129219,26.6,24.3,53.14,11.4,2.6,73.1,83.93
4/28/2020,0.686347267,49.2,25.7,4.29,11.4,2.6,76.7,82.82
4/29/2020,0.179420714,38.4,26.5,4.2,9.2,2.6,69.8,75.17
5/1/2020,0.397161409,59.8,25.4,15.09,85.2,2.6,63.2,84.57
5/2/2020,0.197741849,45,25.8,20.1,13.9,2.5,79.4,82.42
5/4/2020,0.677052664,59.9,29.3,0,6.9,2.6,54.6,70.94
5/5/2020,0.47403821,33.9,29.6,0,11.4,2.6,52.5,71.04
5/6/2020,0.100111589,33.8,26.8,43.46,18.3,2.5,71.4,79.65
5/8/2020,0.210113686,64.4,27.9,9.5,11.4,2.6,45,70.2
5/9/2020,0.279335887,74.1,29.2,22.96,13.1,2.6,53.2,74.5
5/11/2020,0.397996231,56,28.6,4,11.4,2.6,66.2,69.73
5/12/2020,0.389510167,56.3,29.8,0,4.7,2.7,30.9,65.77
5/14/2020,1.18367152,62.7,28.6,33.18,13.9,2.4,68,69.81
5/15/2020,0.395801255,43.4,28.8,30.54,11.4,2.7,73.7,77.13
5/16/2020,0.404963274,40.4,29.8,18,13.9,2.6,58.8,71.75
5/18/2020,0.267174877,41,31.2,0,11.4,2.7,42.2,61.43
5/19/2020,0.444963274,42.4,30,13.85,49.4,2.6,80.2,71.86
5/28/2020,0.431103648,24.4,27.7,17.71,13.9,2.6,72.5,73.23
5/29/2020,0.439190107,30.2,28.2,3.59,13.9,2.6,66.8,76.01
5/31/2020,0.902487126,30.4,29.4,0,13.9,2.7,70.2,69.86
6/1/2020,0.563000027,34.1,29.4,0,13.9,2.7,63.6,68.04
6/2/2020,0.697508195,43.8,29.5,4.4,17.2,2.7,52.4,70.92
6/4/2020,0.530268137,28.5,27.6,31.8,23,2.4,79.2,81.34
6/5/2020,0.209658178,41.4,28.3,23.2,11.4,2.5,78.3,78.2
6/7/2020,0.940265606,52.6,30.4,0.4,11.4,2.6,65.4,71.42
6/8/2020,1.54100007,54.8,28.9,4,13.9,2.7,74.7,76.71
6/10/2020,0.545803222,45,29.5,29.02,8.1,2.5,74.1,74.18
6/11/2020,0.29856569,32.4,28,7.55,11.4,2.5,78,82.29
6/12/2020,0.225624797,23,29,15.91,6.9,2.6,74.4,75.74
6/14/2020,0.170214485,30,29.2,19.03,11.4,2.6,66,76.26
6/15/2020,0.230000011,34.1,30.5,6.5,16.1,2.7,62.5,68.86
6/17/2020,0.344426665,38.2,27.3,39.36,13.9,2.6,83.2,88.75
6/18/2020,0.209783544,23.6,28.4,51.43,13.9,2.5,84.7,84.31
6/20/2020,0.383675048,28.8,29.8,4.9,13.9,2.7,62.6,74.17
6/21/2020,0.048922291,25.1,29.2,19.57,13.9,2.6,74.1,77.59
6/22/2020,0.057922291,29.7,29.6,7.82,17.2,2.6,73.3,75.44
6/24/2020,0.318476497,26.4,31,0,17.2,2.7,64.7,69.35
6/25/2020,0.652000031,24,31.4,0,16.1,2.7,76.7,69.09
6/27/2020,0.737617495,15,30.4,4.06,20.8,2.7,76.5,74.17
6/28/2020,0.586234123,36.9,28.6,14.78,18.3,2.5,74.3,80.46
6/30/2020,0.547615418,25,29.3,1.4,9.2,2.7,71.1,76.16
7/1/2020,0.375923493,16.3,31.7,1,17.2,2.7,61.6,68.45
7/2/2020,0.542000026,24.2,31.5,0,13.9,2.7,63,66.26
7/4/2020,0.694412312,39,29.6,19.57,8.1,2.7,74.3,74.39
7/5/2020,0.375000018,24,28.7,29.35,11.4,2.6,75.1,81.36
7/7/2020,0.368037677,21.2,29.5,20.18,18.3,2.7,78.9,79.61
7/8/2020,0.782341231,50.8,30.4,14.9,13.9,2.7,70.8,72.14
7/10/2020,0.285321235,15.5,29.8,15.79,117.4,2.6,76.5,76.83
7/11/2020,0.296123125,17.3,29.1,31.9,17.2,2.3,88.3,83.19
7/12/2020,0.583242352,42,28.1,39.08,20.8,2.4,85.6,88.58
7/14/2020,0.917000044,33.3,29,25.22,10.3,2.5,68.4,80.87
7/15/2020,0.481000023,59.7,29.7,9.66,16.1,2.7,75.4,73.22
7/17/2020,0.136123561,33.6,30,17.77,11.4,2.6,67.9,74.22
7/18/2020,0.494000023,26.9,30.2,28.9,23,2.6,58.1,75.16
7/20/2020,0.135123125,31,26.9,89.65,20.8,2.2,86,87.11
7/21/2020,0.146123126,35.8,27,80.42,16.1,2.2,92.8,90.93
7/22/2020,0.136132734,31,27.5,49.99,17.2,2.3,82.5,87.84
7/24/2020,0.215125322,29.9,28.7,7.48,11.4,2.6,80.5,80.2
7/25/2020,0.271176107,38.8,30.1,1.2,23.9,2.7,49.7,73.01
7/27/2020,0.196234323,27.6,30.6,46.5,9.2,2.7,69,77.24
7/28/2020,0.461231231,45.5,29.4,83.7,13.9,2.5,79.2,79.87
7/30/2020,0.196234232,19,30.7,25.4,11.4,2.7,68.7,72.96
7/31/2020,0.112512533,16.1,30.1,0.4,11.4,2.7,74.8,73.01
8/1/2020,0.267371559,20.8,30.1,39.71,11.4,2.6,73.8,75.78
8/3/2020,0.766516303,38.6,30.7,32.2,6.9,2.6,46.3,73.86
8/4/2020,0.467333356,36,29.4,51.15,8.1,2.6,70.1,78.86
8/6/2020,0.083732119,15.3,29.9,31.06,16.1,2.6,74.5,77.49
8/7/2020,0.278000013,25.5,29.8,4,11.4,2.7,67.8,78.89
8/9/2020,0.196234234,21.7,30,12.81,11.4,2.6,72.9,73.8
8/10/2020,0.299123124,32.5,30.4,0.4,13.9,2.7,69.4,75.73
8/11/2020,0.329123124,33.4,30.4,0,11.4,2.7,68,75.66
8/13/2020,0.17155741,36.1,30.4,0.21,11.4,2.7,54.3,73.13
8/14/2020,0.263777044,24.7,30.7,0,17.2,2.7,68.8,73.17
8/16/2020,0.124312151,16,27.9,48.53,17.2,2.4,86.7,85.57
8/17/2020,0.361231241,30.3,28.3,13.86,11.4,2.6,75.2,76.35
8/19/2020,0.351999577,14.1,29.1,3.68,15,2.7,76.8,76.77
8/20/2020,0.296343121,12.8,27,12.69,17.2,2.5,87.4,85.73
8/21/2020,0.316123124,22.3,27.4,41.35,11.4,2.4,82.1,86.17
8/23/2020,0.325126123,37.7,29.5,21.65,9.2,2.5,76.1,80.77
8/24/2020,0.183478929,49.3,30.5,33.6,9.2,2.6,52,71.26
8/26/2020,0.189977504,14.2,29.1,1.38,20.8,2.6,68.3,71.03
8/27/2020,0.325125123,29.9,29.5,45.4,11.4,2.7,75.3,76.99
8/29/2020,0.302125123,29.3,29,28.22,13.9,2.7,79.3,79.48
8/30/2020,0.622313123,42,30.5,3.41,15,2.7,78.3,72.74
8/31/2020,0.692313123,46.5,30.7,18.13,9.2,2.7,72.2,74.02
9/2/2020,0.309126123,36.7,29.9,13.12,13.9,2.7,64.3,70.77
9/3/2020,0.175000008,33.5,30,0,9.2,2.7,44.1,70.21
9/5/2020,0.231000011,25,31.4,0,11.4,2.7,53.1,68.3
9/6/2020,0.275746933,20.3,31,1,16.1,2.7,66.1,67.16
9/8/2020,0.321612312,26,29.5,30.94,11.4,2.7,75.2,77.05
9/9/2020,0.732518214,68.5,28.9,33.5,6.9,2.6,71.8,76.83
9/10/2020,0.689313123,45.5,28.9,23.37,13.9,2.6,77.1,80.08
9/12/2020,0.156000008,32.1,29.8,17,10.3,2.7,72.5,78.21
9/13/2020,0.274000013,23.6,29.6,9.17,11.4,2.5,69.1,77.68
9/15/2020,0.699313123,45.7,29.9,6.62,11.4,2.6,67.1,75.97
9/16/2020,0.371612312,26.7,30.1,13.71,17.2,2.6,72.7,72.41
9/18/2020,0.299709802,34.8,28.6,47.26,10.3,2.7,64.7,79.96
9/19/2020,0.126473376,32.9,31,0,8.1,2.7,42.8,68.05
9/20/2020,0.296971084,41.4,30.6,2.29,17.2,2.6,60.7,71.39
9/22/2020,0.391612312,28.8,28.7,26.09,11.4,2.6,82.4,79.73
9/23/2020,0.279126123,30.6,28.4,13.47,15,2.6,76.6,78.64
9/25/2020,0.251612312,20.1,28.7,36.89,11.4,2.6,78.1,79.54
9/26/2020,0.391612312,27.3,28.5,31.19,17.2,2.5,83.4,81.76
9/28/2020,0.41861707,47.3,29.6,0,6.9,2.6,60.1,72.95
9/29/2020,0.46927773,67.2,29.5,0,5.8,2.6,51.1,74.7
9/30/2020,0.459641241,60.9,30.2,1,6.9,2.6,61.3,73.6
10/2/2020,0.202517835,38.8,28.9,27.7,13.9,2.6,69,76.76
10/3/2020,0.324256827,47.5,29,15.4,5.8,2.6,60.9,78.3
10/5/2020,0.424518449,58,29,8.4,11.4,2.6,62.5,77.01
10/6/2020,0.324563599,40.3,28.9,41.23,13.9,2.5,72.9,74.9
10/8/2020,0.34237953,41,29,12,4.7,2.5,68,77.48
10/9/2020,0.351366563,58.3,30.1,1.2,8.1,2.5,60.4,72.52
10/10/2020,0.329384559,65.7,30.2,1.2,9.2,2.5,51.4,72.08
10/12/2020,0.407542148,71.5,29.5,60.05,6,2.4,61.5,79.68
10/13/2020,0.268453544,93.2,29.8,0.4,9.2,2.5,45.8,74.67
10/15/2020,0.281483537,114.6,29.4,0,6.9,2.5,46.5,74.93
10/16/2020,0.321240488,68.4,30.4,0,6.9,2.5,24.2,70.15
10/18/2020,0.25367651,73.3,29.1,0,9.2,2.6,57.2,73.68
10/19/2020,0.403026161,52,29.2,0.2,8.1,2.6,77.2,76.14
10/20/2020,0.281035432,75.3,29.9,9.7,11.4,2.5,52.4,71.72
10/22/2020,0.560000027,14.4,26.5,65.89,11.4,2.2,93.1,86.52
10/23/2020,0.091241146,10.3,25.4,57.2,15,2,96.4,92.38
10/25/2020,0.619734709,28.6,28.5,0,9.2,2.5,62.7,73.42
10/26/2020,0.591182569,70.6,28.4,0,3.4,2.5,24.1,69.9
10/28/2020,0.348285537,65.9,28.6,0,4.7,2.5,1.4,71.07
10/29/2020,0.154360053,51.5,29,0,6.9,2.6,4.7,68.8
10/30/2020,0.149755312,46,29.6,0,5.8,2.6,16.2,68.12
11/1/2020,0.25920251,25.4,27.1,38.94,9.2,2.4,85.5,79.13
11/2/2020,0.62400003,46,27.5,22,6.9,2.5,69.7,76.6
11/4/2020,0.819809155,146.1,28.2,0,8.1,2.5,30.8,68.5
11/5/2020,0.566565171,133.7,27.2,0,5.8,2.4,2.5,65.68
11/7/2020,0.29353133,96,25.4,0,3.7,2.3,1.2,69.21
11/8/2020,0.147271826,71.6,25.7,0,6.9,2.3,0,70.1
11/9/2020,0.117635087,42,26.9,0,4.7,2.5,2.1,68.75
11/11/2020,0.087815442,47.6,27.1,0,9.2,2.6,0.3,62.69
11/12/2020,0.10800203,60.8,27.4,0,5.8,2.6,8.5,63.33
11/14/2020,0.166381071,60,28.4,0,9.2,2.5,0,59.53
11/15/2020,0.203663133,104.7,27,0,11.4,2.5,0,61.01
11/17/2020,0.511861935,143.4,26.6,0,5.8,2.4,10.4,67.69
11/18/2020,0.547374049,164.1,25.1,0,6.9,2.3,0,68.02
11/19/2020,0.969360438,174.8,26,0,4.7,2.3,47.8,67.87
11/21/2020,0.915158522,112.1,24.2,27.9,4.7,1.4,75.9,84.3
11/22/2020,0.597623691,131.7,23.6,1,9.2,2,27.5,70.66
11/24/2020,0.422909547,131.8,22.9,0,5.8,2.3,29.6,72.14
11/25/2020,0.240012025,107,23.5,0,5.8,2.3,47.8,70.03
11/27/2020,0.092161984,107.4,23.5,0,6.9,2.3,78.4,71.92
11/28/2020,0.243333016,96.8,23.4,0,8.1,2.4,35.9,71.17
11/29/2020,0.175555997,110.7,24.5,0,10.3,2.5,1.2,67.66
12/1/2020,0.223994382,141,23.9,0,4.7,2.3,8.9,69.59
12/2/2020,0.328846417,153.9,23.4,0,9.2,2.2,17.3,73.24
12/4/2020,0.761989819,201.5,24.8,0,8.1,2.2,8.4,65.94
12/5/2020,1.31391418,260.9,22.9,0,4.7,1.6,35.1,77.42
12/7/2020,1.32683457,165.8,23.2,0,5.8,1.3,19.2,81.73
12/8/2020,1.42664106,146.1,22.6,0,6.9,1,52.3,84.39
12/9/2020,0.777993701,178.5,20.5,0,6.9,0.5,68,91.19
12/11/2020,0.634259981,126.5,19.6,0,5.8,1.3,66.5,84.37
12/12/2020,0.581799149,165.8,20.3,0,5.8,1.4,58.6,81.8
12/14/2020,0.684549818,218.5,22.4,0,6.9,1.4,7.5,73.94
12/15/2020,0.503792966,175.4,21.1,0,9.2,1.4,27,79.24
12/17/2020,1.75526148,182.4,20.8,0,6.9,1.6,0,74.37
12/18/2020,0.531458776,146.5,20.9,0,6.9,2,0,69.6
12/19/2020,0.587637609,135.9,20.3,0,8.1,2.1,2.1,62.4
12/21/2020,0.421445442,208.5,19.2,0,4.7,1.4,6.9,77.96
12/22/2020,0.447833723,223,18.8,0,5.8,1.5,11.4,76.74
12/24/2020,0.258790304,176.3,20.6,0,3.4,2,33.2,70.53
12/25/2020,0.381093342,136.6,19.7,0,9.2,2.1,0.2,71.37
12/27/2020,0.519941589,174.6,19.2,0,9.2,1.9,2.1,69.05
12/28/2020,0.60545569,212.7,19.3,0,8.1,1.7,4.8,69.38
12/29/2020,0.521290574,202.7,20.5,0,11.4,1.9,2.1,64.93
12/31/2020,0.29751005,170.1,20.7,0,5.8,2,0,66.79
1/1/2021,0.226102859,153.5,20,0,6.1,2.1,0,67.93
1/3/2021,0.313550614,147.6,20.7,0,3.6,2.2,0,69
1/4/2021,0.283913271,181.4,20.8,0,3.6,2.1,6.4,71.21
1/6/2021,0.257049093,187.8,22.6,0,3.6,2.1,12.3,66.61
1/7/2021,0.683370629,219.9,22.7,0,3.8,1.9,10.4,68.06
1/8/2021,0.720649282,191.5,23.2,0,6.9,2.1,13,65.82
1/10/2021,1.27999754,260.8,22.4,0,4.2,1.9,16,71.75
1/11/2021,2.56103868,266.6,23,0,3.4,1.6,16.7,74.79
1/13/2021,1.89656238,153.9,19.9,0,7,2.1,23.4,64.63
1/14/2021,1.28565464,181.7,19.4,0,6.8,2.2,31.2,64.27
1/16/2021,1.47602492,251.6,19.1,0,5.2,2,7.3,70.79
1/17/2021,1.35430443,264.7,18.7,0,4.5,1.5,14,78.76
1/18/2021,1.2337569,240.5,18.6,0,3.3,1.2,19.8,81.03
1/20/2021,2.95932507,320.4,20.5,0,5.2,0.9,70.6,82.51
1/21/2021,1.02549968,252.2,19.6,0,5.8,0.9,40.1,80.15
1/23/2021,0.667098663,202.9,18.7,0,4.7,0.8,50.8,83.43
1/24/2021,0.64137258,237.8,19,0,5.3,0.7,56.7,84.78
1/26/2021,0.631393621,227,19.9,0,8.1,1.6,7,74.24
1/27/2021,0.445490329,174,19.1,0,8,1.5,11.1,75.36
1/28/2021,0.430829192,199.3,19,0,9.2,1.2,42.1,78.59
1/30/2021,1.28201907,186,20.9,0,9.2,1.6,41.3,66.96
1/31/2021,0.766612301,204.7,19.3,0,9.2,1.5,14.7,67.86
2/2/2021,0.522765132,199.9,18.6,0,9.3,1.7,14.1,73.57
2/3/2021,0.552656343,180.4,19.8,0,9.2,1.9,0,63.49
2/5/2021,0.276127236,166.3,22.5,0,5.2,2,3.5,68.01
2/6/2021,0.626765495,151,22,0,11.4,1.9,10.4,69.1
2/7/2021,0.828182293,112.4,21,0,11.4,2.3,56,67.4
2/9/2021,0.268978361,118.8,22,0,9.2,2.3,0,63.64
2/10/2021,0.649571557,165.6,22.4,0,9.1,2.2,15.1,62.4
2/12/2021,1.14208758,257.8,22.9,0,4.7,1.8,59.5,66.85
2/13/2021,0.864192318,225.4,21.6,0,7.6,1.8,35.3,68.59
2/15/2021,0.930036653,277.4,23.2,0,3.6,1.6,36.2,69.59
2/16/2021,0.737266407,247.1,23,0,5.2,1.5,13.3,70.21
2/17/2021,0.672642883,183.2,22.8,0,6,1.8,50.4,66.4
2/19/2021,0.753037893,155.8,24.8,0,8.1,2.2,46.8,62.5
2/20/2021,0.458074656,91.5,24.2,0,11.4,1.8,79,64.75
2/22/2021,0.454259786,142.2,24.1,0,10.3,2.4,0,56.96
2/23/2021,0.499879197,158,23.4,0,6.4,2.6,4.6,58.96
2/25/2021,0.804362893,233.5,25.3,0,7.6,2.4,16,61.26
2/26/2021,0.644284996,130,25.8,0,9.3,2.2,12.9,62.83
2/27/2021,0.568935587,115,26.2,0,10.3,2.3,1.9,61.41
3/1/2021,0.621923075,89.7,27.5,0,9.6,2.5,28.1,67.59
3/2/2021,0.44706523,102.5,26.9,0,11.4,2.3,15.6,62.18
3/4/2021,0.576767895,142.3,26.2,0,11.4,2.3,0,60.42
3/5/2021,0.855233195,115.6,26.9,0,12.7,2.3,30,61.86
3/7/2021,1.25258258,91,27.3,0,11.4,2.1,48.1,66.59
3/8/2021,1.16718272,130.7,27.9,0,48.6,2.2,68.2,70.79
3/9/2021,1.91480311,79.2,27.7,0,11.4,2.4,62.4,64.67
3/11/2021,1.16871349,96.5,27.7,0,9.2,2.4,69.8,68.44
3/12/2021,1.1684171,154.7,29,0,6.9,2.2,48.4,65.88
3/14/2021,0.828912805,95.7,26.8,0,11.4,2.3,19.9,62.91
3/15/2021,0.656754169,153.6,27.8,0,10.3,2.3,10.4,56.04
3/17/2021,0.54776322,152.6,27.5,0,12.8,2.2,14.8,58.67
3/18/2021,0.652457109,232.2,28.7,0,5.8,2.3,19.4,57.04
3/19/2021,0.705899459,245.8,28.7,0,11.4,2.2,49.1,60.03
3/21/2021,0.751072169,318.4,29.2,0,5.8,2,51.4,60.61
3/22/2021,0.694079068,188.1,29.8,0,11.4,2.2,39.1,56.53
3/24/2021,1.2399527,195.7,30.4,0,9.2,2.3,14.8,57.57
3/25/2021,0.508000238,127.1,31,0,11.4,2.3,25.8,56.88
3/27/2021,0.646923759,149.1,30.1,0,11.4,2.3,5.5,53.35
3/28/2021,0.975679124,146.5,30.3,0,13.9,2.3,21.9,52.54
3/29/2021,1.65575138,157.7,30.1,0,18.3,2.1,27,61.65
3/31/2021,1.35735422,76.2,29.5,0,23,2.4,85.8,71.33
4/1/2021,0.385954609,76,30.7,0,117.4,2.4,49.1,62.13
4/3/2021,0.560039076,111.3,30.8,0,9.2,2.3,43.6,60.29
4/4/2021,0.829547929,136.1,28.8,0,32.2,2.3,39.3,65.7
4/6/2021,1.19405036,139.2,29.1,0,9.2,2.4,0,53.23
4/7/2021,0.694034324,221.4,30.1,0,16.1,2.4,9.9,55.01
4/10/2021,1.3512126,54.8,30.3,0,9.2,2.4,72.8,65.64
4/12/2021,0.831292067,91.5,31.3,0,11.4,2.4,42.3,59.4
4/13/2021,0.925489483,64,31.7,0,15,2.5,15.6,57.59
4/15/2021,0.562793329,41.2,31.3,0,13.9,2.5,67,61.73
4/16/2021,1.07448208,48.1,30.5,0,13.9,2.5,67.7,64.09
4/18/2021,0.763825449,58.2,30.7,0,12.8,2.5,41.6,60.25
4/19/2021,0.348595477,35.9,30.6,0,18.3,2.5,16,64.31
4/20/2021,0.440315778,33.5,31.4,0,18.3,2.5,30.8,61.72
4/22/2021,0.752456153,58.2,30.3,0,16.1,2.5,87.9,66.97
4/23/2021,0.336651673,74.8,30.3,0,16.1,2.5,68.6,62.36
4/25/2021,0.473544865,122.2,31.8,0,11.4,2.5,15.7,56.81
4/26/2021,0.833109363,55.3,31.7,0,15,2.5,4.6,55.97
4/28/2021,0.957806629,58.7,32.5,0,11.4,2.5,39.1,56.01
4/29/2021,0.943684536,105.1,31,0,17.2,2.4,28.7,62.38
4/30/2021,0.974714446,119,32.1,0,11.4,2.5,35.2,55.3
5/2/2021,1.05656772,107.6,30.7,0,13.9,2.5,64.6,62.87
5/3/2021,1.90535773,68,29,0,11.4,2.5,75.1,65.81
5/5/2021,0.955460622,127.1,29.5,0,11.4,2.3,77.4,67.89
5/6/2021,0.578617226,65.1,28.6,0,11.4,2.5,64.9,70.79
5/8/2021,0.511411193,45.9,30.2,0,11.4,2.5,60.2,62.17
5/9/2021,0.445100138,65.9,30.4,0,13.9,2.5,43.1,60.76
5/10/2021,0.525000025,64.1,30.2,0,23,2.4,59.1,62.45
5/12/2021,0.508634461,57.2,28.9,0,9.2,2.5,63.5,64.75
5/13/2021,0.477866689,36.4,29,0,11.4,2.5,85.9,68.63
5/15/2021,0.8028906,50.6,30.5,0,16.1,2.3,75.3,64.65
5/16/2021,1.23560361,31.4,29.7,0,11.4,2.5,87.4,69.84
5/18/2021,1.16327717,22.2,30.3,0,18.3,2.4,79.1,72.52
5/19/2021,2.63189924,32.9,31.5,0,18.3,2.5,71.9,65.96
5/20/2021,0.391682736,17.8,31.8,0,18.3,2.5,85.8,65
5/22/2021,0.355734683,23.4,32.5,0,13.9,2.5,33.6,60.09
5/23/2021,0.235635167,44.6,33,0,11.4,2.5,40.8,60.17
5/25/2021,0.168688351,11.7,29.7,0,11.4,2.5,90,76.53
5/26/2021,0.201215167,30.3,27.8,0,16.1,2.5,91.8,77.86
5/28/2021,0.464703525,44.6,30.1,0,15,2.5,79.3,71.78
5/29/2021,0.793851108,62.9,31.3,0,16.1,2.5,52.3,66.14
5/30/2021,1.41423022,40.2,30.7,0,11.4,2.5,62.4,70.99
