time, mean_MYD08_D3_6_1_Deep_Blue_Aerosol_Optical_Depth_550_Land_Mean,Station_mean_raw_PM2.5,Maximum Temperature,Minimum Temperature,Average Temperature,Heat Index,Rain Precipitation,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
2018-04-01,0.404682714,87.4,35,20.9,27.7,35.2,0,6.9,177.61,,2.7,34.1,58.35,Partially cloudy
2018-04-02,0.480000023,81,30,21.3,26,31.4,0,17.2,269.92,,2.5,61,65.63,Partially cloudy
2018-04-03,0.784823749,127.4,36,24,28.6,40.6,0,8.1,253.04,,2.4,44.5,64.17,Partially cloudy
2018-04-04,0.646437752,156.4,35,22.4,27.5,37.7,0,13.9,131.96,,2.5,41.5,65.88,Partially cloudy
2018-04-05,0.831373675,138.3,33.4,23.4,27.8,37,9,13.9,172.88,,2.4,44.6,67.85,"Rain, Partially cloudy"
2018-04-06,1.00502264,56.9,30.1,22,26,33,4.1,13.9,81.67,,2.5,80.2,72.57,"Rain, Overcast"
2018-04-07,1.77873023,52.2,32,23,27.2,33.7,2.79,13.9,122.54,,2.5,74.8,71.24,"Rain, Partially cloudy"
2018-04-08,0.502422946,70,33,22.9,25.8,37,19.07,12.8,175.33,,2.4,77.2,74.98,"Rain, Overcast"
2018-04-09,2.27219231,86.7,34,23,28.1,37.3,0,12.8,146.67,,2.4,52.2,68.28,Partially cloudy
2018-04-10,0.558616492,63,33.5,24,28.2,34.5,1.8,11.4,177.17,,2.6,55,63.02,"Rain, Partially cloudy"
2018-04-11,1.09344966,84.8,34,24,28.2,36.5,0,10.3,166.67,,2.5,60.2,67.16,Partially cloudy
2018-04-12,0.61778986,51.6,34,19,27.1,38.3,17.62,23,180.52,28.9,2.5,41.7,66.92,"Rain, Partially cloudy"
2018-04-13,0.422555386,57.7,34,22.5,28.2,40.6,13.47,16.1,181.54,,2.6,45.6,68.94,"Rain, Partially cloudy"
2018-04-14,0.689472071,32.8,34,21,27.5,38.7,41.89,25.3,186.17,,2.5,72.3,75.03,"Rain, Partially cloudy"
2018-04-15,0.39066462,71.1,34,22,28.1,37,11.81,9.2,157.88,,2.6,31.7,64.43,"Rain, Partially cloudy"
2018-04-16,0.954024733,71.9,35,25,29.4,39.3,0,13.9,135,,2.7,35.1,65.85,Partially cloudy
2018-04-17,1.00894148,63.9,31,23,25.6,37.7,36.46,13.9,128.29,,2.5,72,73.44,"Rain, Partially cloudy"
2018-04-18,0.469951591,81.4,33,21.7,27.6,39.3,41.52,14.7,147.71,40.3,2.5,61.1,71.72,"Rain, Partially cloudy"
2018-04-19,0.60702242,37.1,32,22.9,26.9,36.9,49.58,18.3,142.08,41.4,2.6,80.5,74.49,"Rain, Overcast"
2018-04-20,0.412714559,68.5,33.1,23,27.7,40,19.22,62.2,148.58,,2.7,70.3,74.82,"Rain, Partially cloudy"
2018-04-21,1.98020863,64.9,32,24,26.7,40.7,22.25,17.2,140.42,,2.5,86.8,80.94,"Rain, Overcast"
2018-04-22,1.01628473,70.3,34,24,28.1,45.3,11.81,16.1,149.33,51.9,2.3,87.6,79.6,"Rain, Overcast"
2018-04-23,0.37948503,49,34.4,24,28.9,43.5,5.7,8.1,145.29,,2.5,63.5,74.08,"Rain, Partially cloudy"
2018-04-25,0.558588183,47.1,34,21,28.5,37.1,0,19.7,134.91,,2.5,53.5,66.45,Partially cloudy
2018-04-26,0.762497643,49,32.4,21.2,26.4,32.6,36.04,13.9,96.08,,2.4,76.8,67.11,"Rain, Overcast"
2018-04-27,0.521535867,55.2,31,21,26.5,33.7,63.55,18.3,105.54,,2.7,42.4,69.35,"Rain, Partially cloudy"
2018-04-28,0.728300677,74.8,34,24,29.2,39.4,0,11.4,114.38,,2.5,38.4,68.63,Partially cloudy
2018-04-29,0.642965468,37,27.4,20.8,23.9,30.1,87.98,16.1,122.63,,2.3,84,83.3,"Rain, Overcast"
2018-04-30,0.618000029,31.8,28,21.7,23.2,30.7,83.8,13.9,102.96,28.9,2.3,82.1,83.72,"Rain, Overcast"
2018-05-01,0.400177116,30.8,32.3,22,26.5,35.8,0,15,90.17,,2.5,70.4,73.87,Partially cloudy
2018-05-02,0.215216123,38.4,32.6,21.6,25.7,39.2,23.85,17.2,129.17,27.7,2.4,74,81.74,"Rain, Partially cloudy"
2018-05-03,0.434316865,50,33,21,26,39.3,5.4,10.3,100,,2.5,71.5,77.02,"Rain, Partially cloudy"
2018-05-04,0.495267456,57.3,30.7,23,25.6,34.2,80.6,13.9,146.67,,2.3,75.4,80.32,"Rain, Overcast"
2018-05-05,0.580167983,42.8,31.8,23,26.4,36.9,67.85,11,140.33,,2.5,81.6,78.72,"Rain, Overcast"
2018-05-06,1.79716038,34.8,32.9,24.5,28.4,39.7,21.6,17.2,185.13,,2.5,83.8,76.69,"Rain, Overcast"
2018-05-07,1.75104645,35.8,29.1,21.9,27.2,34.2,4.61,32.2,129.13,,2.6,93,81.26,"Rain, Overcast"
2018-05-08,0.587222437,37.1,33,27,29.4,43.8,2.69,16.1,157.75,,2.5,92.2,81.15,"Rain, Overcast"
2018-05-09,1.5099515,38,32,25,28.3,42.3,16,17.2,156.79,,2.5,89,82.49,"Rain, Overcast"
2018-05-10,0.47765871,27.5,29,22.4,25.5,35.6,25.74,11.4,122.63,37,2.5,88.2,83.13,"Rain, Overcast"
2018-05-11,0.934178743,26.9,31,22.6,25.9,35.5,3.29,15,102.13,,2.4,87.8,77.55,"Rain, Overcast"
2018-05-12,0.37336565,47.2,32.1,21.6,27.1,35.4,15.41,9.2,103.78,,2.6,35.7,70.07,"Rain, Partially cloudy"
2018-05-13,1.14138942,72.8,32.6,22,26.8,40.7,44.13,20.8,118.92,,2.4,71.6,79.65,"Rain, Partially cloudy"
2018-05-14,0.56386874,47.2,33,23,27.7,37.7,14,11.4,111.96,,2.6,75.7,71.57,"Rain, Overcast"
2018-05-15,0.615206177,65.4,33.8,24.9,28.5,39.3,0,11.4,158.83,,2.5,67.8,71.31,Partially cloudy
2018-05-16,0.274000013,60.5,27,21,24.3,28.5,45.51,17.2,138.58,,2.3,91.2,81.32,"Rain, Overcast"
2018-05-17,0.528651942,54.3,32,23,26.8,37.9,6.9,9.2,107.04,,2.5,85.1,77.63,"Rain, Overcast"
2018-05-18,0.598651942,59.8,30,23.8,26.2,35.1,37.25,15,160.46,,2.5,83,84.96,"Rain, Overcast"
2018-05-19,0.843973045,39.6,32,24,27.3,36.5,0,11.4,115.88,,2.4,72.3,77.55,Partially cloudy
2018-05-20,0.737806183,44.7,30,23,26.7,35.1,0,12.8,117.5,,2.3,77.6,81.7,Overcast
2018-05-21,1.8363854,48.9,31,24,26.6,36.5,0,23,147.08,,2.3,87.8,83.53,Overcast
2018-05-22,0.636961143,54.6,30,25,27.1,37.4,0,11.4,140,,2.4,90.4,85.29,Overcast
2018-05-23,0.39275941,39.3,30,25.1,26.5,38.8,63.95,13.9,143.88,,2.4,88.9,86.09,"Rain, Overcast"
2018-05-24,0.37336565,44.5,32,25,28.4,44.2,8.41,12.8,160.91,,2.6,87.7,80.84,"Rain, Overcast"
2018-05-25,1.06376476,23.3,33.4,26,29.1,42.1,21.17,17.2,170.25,,2.5,90.2,82.71,"Rain, Overcast"
2018-05-26,0.74979482,35.7,34.1,26,29.8,43.8,42.5,15,170.96,,2.6,76.2,76.84,"Rain, Overcast"
2018-05-27,0.368593522,20.8,35.2,28,31.4,46.7,0,11.4,190.67,,2.6,42.4,72.33,Partially cloudy
2018-05-28,0.553791336,38.7,34.4,28,30.7,43.8,0,9.2,140.79,,2.6,49.2,74.4,Partially cloudy
2018-05-29,0.402607853,31.3,34,24,29.7,37.7,0.6,23,117.54,,2.6,49.6,63.1,"Rain, Partially cloudy"
2018-05-30,0.839778668,60.1,36,27,30.7,43.2,22.27,11.4,204,,2.6,58.8,65.47,"Rain, Partially cloudy"
2018-05-31,0.994811099,44.4,27.7,24,26.1,31.8,158.13,23,135.17,,2.3,93,84.18,"Rain, Overcast"
2018-06-01,0.989000047,32.3,32,25,26.7,40.7,47.2,26.4,139.5,,2.5,92.9,85.25,"Rain, Overcast"
2018-06-02,0.681191701,43.8,33,25,28.1,43.8,7.02,11.4,136.08,,2.5,88.8,82.17,"Rain, Overcast"
2018-06-03,0.953107718,57.8,33.5,25.3,27.9,45.8,45.54,18.3,141.88,,2.5,85.4,83.52,"Rain, Overcast"
2018-06-04,0.99742736,55,33.1,26,28.8,42.3,22.2,10.3,131.22,,2.5,82,79.06,"Rain, Overcast"
2018-06-05,0.553443855,38.3,34.1,25,29.8,44.5,13.42,11.4,124.75,,2.5,66.2,75.68,"Rain, Partially cloudy"
2018-06-06,0.434528884,34.1,35,27,30.4,46.7,7.45,8.1,158.17,,2.5,64.4,77.22,"Rain, Partially cloudy"
2018-06-07,0.297363602,33.8,34.1,28,30.8,45.4,0.2,8.1,156.58,,2.6,63.6,77.64,"Rain, Partially cloudy"
2018-06-08,0.557000026,19.6,33.1,26,29.8,43.5,25.08,8.1,109.88,,2.3,76,79.64,"Rain, Overcast"
2018-06-09,0.470580825,39.8,35.1,27.8,30.8,46.9,3,10.3,103.7,,2.6,82.7,74.5,"Rain, Overcast"
2018-06-10,0.344000016,20.3,34,23.8,28.6,43.5,76.69,9.2,153.71,,2.5,91.2,79.77,"Rain, Overcast"
2018-06-11,0.293000014,19.8,32,26,28.6,40.7,31.05,9.2,210.57,,2.6,86.2,80.89,"Rain, Overcast"
2018-06-12,0.297363602,32.8,34,26,28.5,48,71.97,11.4,214.96,,2.3,94.5,86.49,"Rain, Overcast"
2018-06-13,1.25512541,33.9,31.6,25,28.5,41.1,6.4,24.4,191.08,,2.5,87.3,79.93,"Rain, Overcast"
2018-06-14,1.60743367,49.7,35.4,28,31.2,46.2,0,13.9,194.88,,2.6,81.2,75.18,Overcast
2018-06-15,0.919859462,50,33.7,28,30.2,47,0.2,17.2,142.5,,2.5,91.2,82.31,"Rain, Overcast"
2018-06-16,1.37004138,24.8,31,25,27.6,39.1,119.08,23,164.54,,2.5,92.6,82.78,"Rain, Overcast"
2018-06-17,1.10000005,37.1,35,26.8,30.3,48,2,11.4,174.92,,2.6,78.2,76.94,"Rain, Overcast"
2018-06-18,1.29056635,42.2,35,25.6,30.3,47.4,26.13,16.1,150.13,32.2,2.7,78.3,74.72,"Rain, Overcast"
2018-06-19,1.03911467,37.6,30.1,24.7,27.4,40,41.07,20.8,145.71,,2.3,84.5,85.39,"Rain, Overcast"
2018-06-20,1.26005169,41,34.2,25.7,29.7,47.3,12.2,11.4,154.83,,2.6,73.7,77.55,"Rain, Partially cloudy"
2018-06-21,1.39816712,49.8,34.1,28,30.8,47.3,16.4,12.8,164.83,,2.7,69.5,77.78,"Rain, Partially cloudy"
2018-06-22,1.26704871,27.9,33.8,28,30.6,43.8,14,12.8,157.88,,2.6,67.9,75.16,"Rain, Partially cloudy"
2018-06-23,0.799666705,37.6,30,26,28.4,37.5,100.31,9.2,164.17,,2.3,86.1,82.14,"Rain, Overcast"
2018-06-27,0.298333348,16.6,32,26.8,28.8,40.3,18.37,18.3,127.71,,2.6,85.6,80.01,"Rain, Overcast"
2018-06-29,1.56800007,35.3,33.1,27.3,29.9,42.3,2,16.1,175.08,,2.5,68,75.66,"Rain, Partially cloudy"
2018-07-02,1.24000006,25.8,33,26.9,29.4,44.3,39.46,11.4,208.29,,2.5,90.1,78.71,"Rain, Overcast"
2018-07-06,0.721363192,43,33.7,27,30.1,42.1,1,11.4,175.21,,2.7,62.5,75.12,"Rain, Partially cloudy"
2018-07-07,0.286941588,32.5,34,27,30.4,42,0,11.4,156.58,,2.7,71.7,72.69,Partially cloudy
2018-07-09,0.157055814,25.3,31,27,29.1,37.9,15.86,16.1,147.17,,2.6,82.6,79.4,"Rain, Overcast"
2018-07-11,0.271614167,34.1,34,28,30,42,3.04,11.4,133.13,,2.5,71,77.74,"Rain, Partially cloudy"
2018-07-14,0.334284188,19.6,34.7,27,30.9,44.6,1,11.4,138.08,,2.6,76.7,70.76,"Rain, Overcast"
2018-07-15,0.21100001,14.5,33.1,28,30.4,42,12.2,15,108.83,,2.5,88.5,75.23,"Rain, Overcast"
2018-07-18,0.302731137,26.6,34,28,30.6,45.3,2.44,13.9,127.63,,2.6,79.9,76.24,"Rain, Overcast"
2018-07-19,0.207320671,37.1,37.1,28,32.6,49.5,0,6.9,127.67,,2.8,51.1,70.4,Partially cloudy
2018-07-20,0.524004592,49.7,35.3,28.2,31.1,46.7,20.62,20.8,129,,2.5,86.8,77.64,"Rain, Overcast"
2018-08-07,1.66266799,26.9,33.2,27.5,29.8,40.7,15.05,17.2,123.21,,2.5,79.6,73.24,"Rain, Overcast"
2018-08-10,0.312884631,51.9,34,27.7,30.6,42,5.6,11.4,159.5,,2.6,72.7,72.41,"Rain, Partially cloudy"
2018-08-14,0.313665115,25.6,35.7,28,31.1,44.9,5.97,11.4,133.46,,2.5,89.3,73.39,"Rain, Overcast"
2018-08-16,0.314232148,26.2,34.2,27,30.8,49.5,14.4,15,145.58,,2.6,77.7,72.19,"Rain, Overcast"
2018-08-17,0.270333346,26.2,34,27.8,30.5,42,1.43,11.4,146.61,,2.6,80.7,73.98,"Rain, Overcast"
2018-11-01,0.091123372,38.5,33,23,27.8,36.1,0,9.2,58.26,,2.5,21.7,67.13,Clear
2018-11-02,0.147764485,106.9,32,24,27.8,34.9,0,6.9,68.75,,2.5,57.1,70.68,Partially cloudy
2018-11-03,0.381815845,83,33,24,27.8,36.1,0,6.9,152.08,,2.5,47.3,72.65,Partially cloudy
2018-11-04,0.791078396,86.2,32,24,27.5,35.8,0,9.2,177.92,,2.1,39.1,70.82,Partially cloudy
2018-11-05,1.11739265,63,32,22,26.7,34.9,0,11.4,205.83,,2.4,47.2,74.5,Partially cloudy
2018-11-06,0.760768041,90.7,31,23,26.3,35.5,0,8.1,186.96,,2.4,64.3,75.81,Partially cloudy
2018-11-07,0.85825816,126.3,29.2,22,24.9,31.4,0,8.1,61.92,,1.7,51.9,78.53,Partially cloudy
2018-11-08,0.458862642,109.1,30,22,25.4,30.8,0,10.3,198.54,,2.4,17,67.09,Clear
2018-11-09,0.484669036,147.5,30,19.8,24,31.9,0,5.8,155.63,,2.3,3.8,69.37,Clear
2018-11-10,0.4671415,240.1,28.1,19.2,23.8,28.3,0,4.7,92.33,,2.1,37.6,68.15,Partially cloudy
2018-11-11,0.360254535,161,30,19.5,24.2,31.3,0,9.2,87.75,,2.2,12.5,68.99,Clear
2018-11-12,0.362844963,151.7,30,19.4,24.6,32.6,0,6.9,196.04,,2.1,32.9,69.54,Partially cloudy
2018-11-13,0.508916505,113.6,30,19.9,24.6,30.3,0,5.8,175.79,,2.3,23,68.74,Clear
2018-11-14,0.806397999,178.4,29.1,19.6,24.4,30.7,0,5.8,126.21,,1.9,13.1,72.61,Clear
2018-11-15,0.701831587,247.3,30.1,20.1,24.7,30.8,0,5.8,109.29,,1.7,13.2,72.68,Clear
2018-11-16,0.691508566,177.3,32,22.1,25.7,34.2,0,6.9,194.79,,1.9,4.6,67.64,Clear
2018-11-17,0.979531788,141.5,30,22,25.6,30.8,0,9.2,215.08,,2.2,36.3,67.08,Partially cloudy
2018-11-18,0.687995723,143.7,29.4,20.4,24,28.9,0,6.9,94.5,,2.4,0.1,62.1,Clear
2018-11-19,0.641854888,137.2,29.1,18.9,23.4,30.3,0,5.8,143.17,,2.2,7.7,67.85,Clear
2018-11-20,0.693161553,183.8,28,17.8,23.4,28.3,0,6.9,121.74,,2.1,6.3,66.37,Clear
2018-11-21,0.648884338,120.5,29,19.4,23.9,29.5,0,8.1,106.08,,2.2,6.6,68.73,Clear
2018-11-22,0.451428871,128.3,29,18,23.5,29.8,0,9.2,208.71,,2.1,3.6,70.21,Clear
2018-11-23,0.447063528,146.9,29,19,23.4,29.1,0,6.9,167.63,,2.1,7.5,69.71,Clear
2018-11-24,0.386177215,125.5,29,18.2,23.2,29.5,0,6.9,43.25,,2.3,9.2,71.25,Clear
2018-11-25,0.316352014,89,28.1,18.8,23.4,27.9,0,8.1,64.58,,2.3,1,67.3,Clear
2018-11-26,0.253477821,136.4,30,17.7,23.7,30.4,0,11.4,88.38,,2.3,13.4,65.2,Clear
2018-11-27,0.183256738,102,31,20,24.8,31,0,9.2,67.83,,2.3,21.7,63.95,Clear
2018-11-28,0.191131279,80.8,31,19.1,24.8,30.3,0,7.4,91.96,,2.4,4.2,58.64,Clear
2018-11-29,0.248775812,129.7,30,18,23.7,30,0,8.5,87.17,,2.4,6.5,62.3,Clear
2018-11-30,0.424242623,101.5,28,18.2,23.2,27.8,0,9.2,183.42,,2.3,13.4,63.96,Clear
2018-12-01,0.416236751,122.1,29,19.9,23.2,29.2,0,6.9,87.46,,2.2,48,64.19,Partially cloudy
2018-12-02,0.339298807,105.6,29,17.8,22.5,28.2,0,11.4,180.29,,2.1,26.3,66.8,Partially cloudy
2018-12-03,1.11784744,125,29,17.4,22.5,28.8,0,9.2,160.29,,2.3,17.9,64.56,Clear
2018-12-04,0.330035765,158.5,28,16.9,22.3,28.3,0,8.1,276.79,,2.1,11.5,67.58,Clear
2018-12-05,0.317920956,128.7,28,17,22.2,28.3,0,8.1,294,,2.3,23,64.63,Clear
2018-12-06,0.569137543,178,28,18.8,22.3,28.9,0,6.9,254.42,,2,35.1,68.87,Partially cloudy
2018-12-07,0.608162273,179.3,27,17,21.6,27,0,9.2,240.08,,2,8.7,68.43,Clear
2018-12-08,0.430241747,192.8,27,18,21.5,27.5,0,10.3,278.25,,2.1,20.4,66.18,Clear
2018-12-09,0.284726003,149.6,28,16.7,21.8,27.9,0,8.1,219.58,,2.1,10.5,69.87,Clear
2018-12-10,0.161014993,155.7,28,16.2,21.3,27.8,0,8.1,88.29,,2.1,0,69.16,Clear
2018-12-11,0.202050409,166.6,28,15.8,21.4,28,0,5.8,216.71,,2.1,12,65.62,Clear
2018-12-12,0.395498843,220.3,29,16.4,21.7,28.4,0,8.1,181.08,,2,7.4,66.11,Clear
2018-12-13,0.311078599,190.6,28,17,22.2,28,0,8.1,200,,1.7,5.8,69.28,Clear
2018-12-14,0.468141029,143.8,27,19,22.3,27.5,0,9.2,285.42,,2.1,14.5,70.18,Clear
2018-12-15,0.37585231,155.4,27,17,21.8,27,0,9.2,251.67,,2.2,35.4,66.07,Partially cloudy
2018-12-16,0.269971555,147.9,28,20,22.6,28.9,0,10.3,278.7,,2.3,82.3,66.7,Overcast
2018-12-17,1.00284744,148.1,24,20,20.8,,0,11.4,202.96,,1.5,93.4,83.55,Overcast
2018-12-18,0.235968921,53.2,20.1,17,18.8,,0,11.4,223.33,,2.2,95.1,87.32,Overcast
2018-12-19,0.265968921,54.8,20,16,17.8,,0,9.2,163.75,,2.4,77.6,83.39,Overcast
2018-12-20,0.26687183,130.5,23,15,17.5,,0,8.1,295.42,,1.4,52.1,85.17,Partially cloudy
2018-12-21,0.577853614,130.3,25,14,18.8,,0,9.2,146.25,,1.6,31.9,78.6,Partially cloudy
2018-12-22,0.437025276,165.5,25,16,19.8,,0,10.3,254.17,,1.7,32.7,72.44,Partially cloudy
2018-12-23,0.328180044,180.8,26,15,20,,0,6.9,205.42,,1.8,16.2,72.52,Clear
2018-12-24,0.347799772,166.8,26,15,20,,0,9.2,209.17,,1.6,22.9,73.79,Clear
2018-12-25,0.533910021,193.8,26,16,19.9,,0,8.1,255.42,,1.9,6.3,68.98,Clear
2018-12-26,0.502693578,198.3,25,14,19,,0,6.9,279.79,,1.7,0,68.63,Clear
2018-12-27,0.611304396,178.9,24,14,18.3,,0,11.4,282.08,,1.7,2.3,65.82,Clear
2018-12-28,0.673621476,153.1,24,14,17.9,,0,9.2,272.08,,1.9,0,62.98,Clear
2018-12-29,0.560728922,144.4,24,11,17,,0,8.1,295.42,,2.3,0,64.77,Clear
2018-12-30,0.295919702,133.9,24.1,11,18.1,,0,11.4,163.48,,2.3,0,61.94,Clear
2018-12-31,0.251876092,128,27,13,19.6,27.5,0,8.1,175.42,,2,0,63.85,Clear
2019-01-01,0.264136586,130.7,27,15,20.6,26.8,0,5.8,181.63,,2.1,1.1,62.01,Clear
2019-01-02,0.236604672,150.5,27,14.5,20.6,26.8,0,6.9,194.29,,2.2,0,62.95,Clear
2019-01-03,0.37235154,156.4,26,13.8,19.4,,0,9.2,206.88,,2.1,0,64.82,Clear
2019-01-04,0.819917497,257.9,24.9,13.1,18.3,,0,9.2,287.3,,1.9,0,62.75,Clear
2019-01-05,0.240403059,183,26.1,12.9,18.5,,0,6.9,233.92,,1.9,0,66.37,Clear
2019-01-06,0.184356332,161.4,27,13.9,19.9,26.8,0,6.4,135.33,,1.9,1.7,63.51,Clear
2019-01-07,0.204970202,182.8,28,13.3,20.9,27.5,0,5.8,133.29,,2,2.3,63.47,Clear
2019-01-08,0.427112277,164.8,27,13.9,20,27,0,11.4,288.26,,2,4.2,66.77,Clear
2019-01-09,0.669336087,161,25.9,14,19.6,,0,8.1,211.71,,2.4,0,62.59,Clear
2019-01-10,0.822728177,180.8,26,14,19.2,,0,6.9,275.92,,2.1,0,63.31,Clear
2019-01-11,0.448201206,199.5,26,13,19.2,,0,8.1,237.5,,1.8,0,63.09,Clear
2019-01-12,0.409861471,206.8,27,14,19.7,27,0,5.8,127.83,,2,2.3,65.27,Clear
2019-01-13,0.315422189,173.5,27,14.7,20.4,27.3,0,8.1,263.04,,1.9,5.8,68.7,Clear
2019-01-14,0.858200371,162.7,26.4,14.8,20.3,,0,9.2,206.88,,2.2,1,62.23,Clear
2019-01-15,0.730928317,186.8,26,15,19.8,,0,11.4,305.83,,2.1,0,63.06,Clear
2019-01-16,0.398334436,139.6,26,14,19.3,,0,11.4,278.79,,2.2,0,61.31,Clear
2019-01-17,0.438032418,190.1,27,15,20,26.8,0,9.2,145.83,,2,0,61.37,Clear
2019-01-18,0.586116189,257.4,27,15,20.1,27,0,9.2,172.92,,1.8,2.1,67.77,Clear
2019-01-19,0.732564928,260.3,25,15,19.6,,0,6.9,203.91,,1.3,17.1,72.38,Clear
2019-01-20,0.57196283,267,26,16,20.6,,0,9.2,241.74,,1.5,0,67.75,Clear
2019-01-21,0.513491047,211.6,26,16,20.4,,0,6.9,189.09,,1.9,0,64.33,Clear
2019-01-22,0.341485646,198.6,26,15,21,,0,5.8,29.17,,2,2.4,60.28,Clear
2019-01-23,0.359285252,248.8,28,16,21.5,27.3,0,5.8,25.83,,1.9,2.3,62.9,Clear
2019-01-24,0.637964903,231.1,28,16.1,21.8,27.3,0,10.3,67.36,,2.1,0,60.58,Clear
2019-01-25,0.512988447,159.8,28,19,22.7,27.5,0,9.2,281.67,,2.3,0,52.99,Clear
2019-01-26,0.399029085,174,28.1,18,22.3,27.3,0,6.9,142.92,,2.2,15.1,59.29,Clear
2019-01-27,0.522795524,135.9,28,20,23.3,27.5,0,9.2,204.17,,2.4,42.7,56.47,Partially cloudy
2019-01-28,0.497057598,126.3,26,20,22.6,,0,11.4,289.58,,2.5,54,58.83,Partially cloudy
2019-01-29,0.724858027,130.9,24,18,20.9,,0,11.4,306.67,,2.5,45.7,59.31,Partially cloudy
2019-01-30,0.421655403,131,25,14,19.3,,0,11.4,211.25,,2.5,0,57.43,Clear
2019-01-31,0.31529989,170.2,25,14,19.2,,0,5.8,89.17,,2,0,65.63,Clear
2019-02-01,0.223788221,245.5,28,16,21,27.1,0,9.2,65.42,,2,8.7,60.89,Clear
2019-02-02,0.308735015,213.7,28,16,21.7,27.2,0,9.2,153.33,,1.9,7.4,60.6,Clear
2019-02-03,0.389945236,320.8,28,16,22.3,27.8,0,9.2,207.5,,2.1,0,57.12,Clear
2019-02-04,0.345909037,231.8,28.1,16,22.1,28,0,9.2,250.42,,2,0,58.58,Clear
2019-02-05,0.335239947,158.2,27,17,21.3,26.8,0,9.2,226.67,,2.3,16.1,55.87,Clear
2019-02-06,0.525182246,217.5,27,16,21.1,26.3,0,9.2,123.33,,2.2,0,57.38,Clear
2019-02-07,0.638747724,240.2,27,17,21.8,26.8,0,5.8,108.7,,1.9,2.3,61.66,Clear
2019-02-08,0.721892987,264.3,29,17,22.9,27.9,0,11.4,110.43,,2,28.1,58.64,Partially cloudy
2019-02-09,0.872512799,75,26,18,22,,0,11.4,255.42,,2.5,65.4,64.61,Partially cloudy
2019-02-10,0.351159118,205.5,28,18,21.2,26.9,0,11.4,295.22,,2.5,19.2,61.01,Clear
2019-02-11,0.230560783,112.3,28,15,21,27.3,0,11.4,240.42,,2.2,4.2,60.73,Clear
2019-02-12,0.266244838,131.7,28,12,21.3,27.8,0,9.2,301.25,,2.3,2.4,64.74,Clear
2019-02-13,0.245125931,147.2,29,16,22.6,28.2,0,11.4,292.5,,2.2,0,60.63,Clear
2019-02-14,0.380741988,170.8,30,17,23,30.4,0,9.2,237.5,,2.1,0,62.35,Clear
2019-02-15,0.552468888,381.3,30,18,23.8,30,0,10.3,186.96,,2,3.6,62.38,Clear
2019-02-16,0.407066319,261,26,20,22.8,,0,11.4,268.33,,2.3,37.9,58.01,Partially cloudy
2019-02-17,0.960344147,156.9,26,18,20.5,,0,8.1,205.79,,2.3,37.9,73.88,Partially cloudy
2019-02-18,0.616154268,240.6,27,16,21,27.1,0,6.9,137.5,,1.8,2.1,65.58,Clear
2019-02-19,0.599381285,214,29,17,23.3,28.4,0,10.3,135.83,,2.1,0,56.23,Clear
2019-02-20,0.759903964,126.7,30,20,24.1,31.9,0,11.4,218.33,,1.9,29.5,69.82,Partially cloudy
2019-02-21,0.553411516,205,31,18,23.9,29.7,0,8.1,142.5,,2,2.3,60.25,Clear
2019-02-22,0.603846521,175.8,30,18,24,31.9,0,9.2,127.08,,1.8,13.7,68.45,Clear
2019-02-23,0.706288008,144.6,32,22,26.1,32.4,0,11.4,137.92,,2,19.1,65.98,Clear
2019-02-24,0.39629451,129.8,30,21,25.3,29.2,0,9.2,289.17,,2.1,10.9,57.74,Clear
2019-02-25,0.377982781,109.3,25,19,22,,0,15,126.67,,2.3,66.3,63.59,Partially cloudy
2019-02-26,0.453760063,82.4,26,18,20.8,,0,11.4,182.92,,2.3,83.3,79.22,Overcast
2019-02-27,0.432616655,50.9,26,18,20.3,,0,20.8,97.08,,2.1,85.8,82.46,Overcast
2019-02-28,0.376799434,51.6,24,19,20.7,,0,11.4,145,,2.4,84,83.07,Overcast
2019-03-01,0.218938331,106,27,18,21.8,27,0,8.1,235.83,,2.2,8.2,63.32,Clear
2019-03-02,0.285946067,87.9,27,16,21.5,26.4,0,11.4,212.08,,2.4,0,51.35,Clear
2019-03-03,0.3727045,135.2,28,17,22.3,27.5,0,11.4,277.08,,2.5,8.7,54.58,Clear
2019-03-04,1.92774202,241.1,26,18,22,,0,6.9,152.08,,1.7,63.8,70.67,Partially cloudy
2019-03-05,2.27327056,112.5,24,19,21.8,,0,11.4,126.25,,1.8,78,79.16,Overcast
2019-03-06,1.38056926,111.8,28,21,23.7,28.9,0,8.1,131.67,,2,63.8,72.78,Partially cloudy
2019-03-07,0.964834824,124.4,30,21,24.6,28.6,0,6.9,123.91,,1.8,51.9,62.22,Partially cloudy
2019-03-08,0.423012034,108.5,30,19,24.5,29,0,16.1,225.83,,2.5,19.1,54.91,Clear
2019-03-09,0.516065456,177.6,30,17,23.5,29.2,0,34.4,153.75,,2.3,0,59.98,Clear
2019-03-10,0.799944935,189.7,31,19,25,30.6,0,10.3,155.45,,2.2,16,62.36,Clear
2019-03-11,0.775159435,120.7,31,22,26.1,36.5,0,6.9,101.25,,2,53.7,77.38,Partially cloudy
2019-03-12,0.47911235,83.4,33,23,27.5,34.6,0,10.3,197.08,,2,49.6,66.69,Partially cloudy
2019-03-13,0.587950845,106.4,33,24,27.9,39.3,0,8.1,203.75,,2.2,44.3,69.41,Partially cloudy
